Year,Player,Pos,Height,WT,Age,Teams,GP,YOS,Pre-Draft Team,Nationality,Draft Year,Draft Pick
2017,Deron Williams,PG,75,200,32,"CLE, DAL",64,11,Illinois,United States,2005 ,3
2017,Reggie Williams,F,78,205,30,NOP,6,6,Virginia Military,United States,"2008 NBA Draft, Undrafted",NA
2017,Kyle Wiltjer,PF,82,240,24,HOU,14,0,Gonzaga,CanadaUnited States,"2016 NBA Draft, Undrafted",NA
2017,Metta World Peace,SF,79,260,37,LAL,25,16,St. John's,United States,1999 ,16
2017,Stephen Zimmerman,C,83,240,20,ORL,19,0,UNLV,United States,2016 ,22
2016,Jordan Adams,SG,77,209,21,MEM,2,1,UCLA,United States,2014 ,22
2016,Cliff Alexander,PF,80,245,20,POR,8,0,Kansas,United States,"2015 NBA Draft, Undrafted",NA
2016,Lou Amundson,PF,81,220,33,NYK,29,9,UNLV,United States,"2006 NBA Draft, Undrafted",NA
2016,James Anderson,GF,78,210,26,SAC,51,4,Oklahoma State,United States,2010 ,20
2016,Keith Appling,G,72,190,24,ORL,5,0,Michigan State,United States,"2014 NBA Draft, Undrafted",NA
2016,Jeff Ayres,FC,82,240,28,LAC,17,5,Arizona State,United States,2009 ,2
2016,Cameron Bairstow,F,81,250,25,CHI,18,1,New Mexico,Australia,2014 ,38
2016,Andrea Bargnani,FC,84,245,30,BRK,46,9,Universo De'Longhi Treviso (Italy),Italy,2006 ,1
2016,DeJuan Blair,F,80,270,26,WAS,29,6,Pittsburgh,United States,2009 ,14
2016,Steve Blake,G,75,172,36,DET,58,12,Maryland,United States,2003 ,18
2016,Matt Bonner,FC,82,235,35,SAS,30,11,Florida,United States,2003 ,32
2016,Chris Bosh,PF,83,235,31,MIA,53,12,Georgia Tech,United States,2003 ,4
2016,Elton Brand,PF,81,254,36,PHI,17,16,Duke,United States,1999 ,1
2016,Kobe Bryant,SG,78,212,37,LAL,66,19,Lower Merion High School (Pennsylvania),United States,1996 ,13
2016,Chase Budinger,GF,79,215,27,"IND, PHX",66,6,Arizona,United States,2009 ,28
2016,Caron Butler,SF,79,228,35,SAC,17,13,Connecticut,United States,2002 ,10
2016,Rasual Butler,GF,79,215,36,SAS,46,12,La Salle,United States,2002 ,48
2016,Coty Clarke,F,79,235,23,BOS,3,0,Arkansas,United States,"2014 NBA Draft, Undrafted",NA
2016,Chris Copeland,PF,80,235,31,MIL,24,3,Colorado,United States,"2006 NBA Draft, Undrafted",NA
2016,Bryce Cotton,G,73,165,23,"MEM, PHX",8,1,Providence,United States,"2014 NBA Draft, Undrafted",NA
2016,Jared Cunningham,SG,76,194,24,"CLE, MIL",44,3,Oregon State,United States,2012 ,24
2016,Branden Dawson,F,78,230,23,LAC,6,0,Michigan State,United States,2015 ,52
2016,Bryce Dejean-Jones,G,77,210,23,NOP,14,0,Iowa State,United States,"2015 NBA Draft, Undrafted",NA
2016,Duje Dukan,F,82,220,24,SAC,1,0,Wisconsin,Croatia,"2015 NBA Draft, Undrafted",NA
2016,Tim Duncan,FC,83,250,39,SAS,61,18,Wake Forest,United States,1997 ,1
2016,Cleanthony Early,F,80,210,24,NYK,17,1,Wichita State,United States,2014 ,8
2016,Festus Ezeli,C,83,265,26,GSW,46,3,Vanderbilt,Nigeria,2012 ,30
2016,Kevin Garnett,PF,83,240,39,MIN,38,20,Farragut Career Academy (Illinois),United States,1995 ,5
2016,Drew Gooden,FC,82,250,34,WAS,30,13,Kansas,United States,2002 ,4
2016,Andrew Goudelock,G,75,200,27,HOU,8,2,Charleston,United States,2011 ,32
2016,Erick Green,G,75,178,24,"DEN, UTH",9,1,Virginia Tech,United States,2013 ,32
2016,Jorge Gutierrez,PG,75,195,27,CHA,12,2,California,MexicoUnited States,"2012 NBA Draft, Undrafted",NA
2016,P.J. Hairston,SG,78,230,23,"CHA, MEM",66,1,Texas Legends,United States,2014 ,26
2016,Jordan Hamilton,SF,79,220,25,NOP,11,4,Texas,United States,2011 ,26
2016,Tyler Hansbrough,PF,81,250,30,CHA,44,6,North Carolina,United States,2009 ,13
2016,Chuck Hayes,PF,78,240,32,HOU,2,10,Kentucky,United States,"2005 NBA Draft, Undrafted",NA
2016,J.J. Hickson,PF,81,242,27,"DEN, WAS",35,7,NC State,United States,2008 ,19
2016,Kirk Hinrich,G,76,190,35,"ATL, CHI",46,12,Kansas,United States,2003 ,7
2016,Ryan Hollins,C,84,230,31,"MEM, WAS",37,9,UCLA,United States,2006 ,40
2016,Damien Inglis,PF,80,246,20,MIL,20,1,Chorale Roanne Basket (France),France,2014 ,2
2016,Cory Jefferson,PF,81,215,25,PHX,8,1,Baylor,United States,2014 ,60
2016,Chris Johnson,SF,78,206,25,UTA,70,3,Dayton,United States,"2012 NBA Draft, Undrafted",NA
2016,Orlando Johnson,GF,77,220,26,"NOP, PHX",7,2,UC Santa Barbara,United States,2012 ,12
2016,Chris Kaman,C,84,265,33,POR,16,12,Central Michigan,United StatesGermany,2003 ,6
2016,Sergey Karasev,SF,79,213,22,BRK,40,2,Zenit Saint Petersburg (Russia),Russia,2013 ,19
2016,Sasha Kaun,C,83,250,30,CLE,25,0,Kansas,Russia,2008 ,52
2016,Carl Landry,F,81,248,32,PHI,36,8,Purdue,United States,2007 ,2
2016,Devyn Marble,GF,78,192,23,ORL,28,1,Iowa,United States,2014 ,52
2016,Kendall Marshall,PG,76,195,24,PHI,30,3,North Carolina,United States,2012 ,13
2016,Kevin Martin,SG,79,199,33,"MIN, SAN",55,11,Western Carolina,United States,2004 ,26
2016,O.J. Mayo,SG,77,210,28,MIL,41,7,USC,United States,2008 ,3
2016,Ray McCallum,PG,75,191,24,"MEM, SAN",41,2,Detroit-Mercy,United States,2013 ,12
2016,Mitch McGary,C,82,255,23,OKC,20,1,Michigan,United States,2014 ,21
2016,Andre Miller,PG,75,200,39,"MIN, SAN",39,16,Utah,United States,1999 ,8
2016,Nazr Mohammed,C,82,250,38,OKC,5,17,Kentucky,United States,1998 ,29
2016,J.J. O'Brien,F,79,228,23,UTA,2,0,San Diego State,United States,"2015 NBA Draft, Undrafted",NA
2016,Kostas Papanikolaou,PF,80,225,25,DEN,26,1,Olympiacos (Greece),Greece,2012 ,36
2016,Nikola Pekovic,PF,83,307,30,MIN,12,5,Panathinaikos (Greece),Montenegro,2008 ,2
2016,Tibor Pleiss,C,87,256,26,UTA,12,0,Brose Baskets Bamberg (Germany),Germany,2010 ,2
2016,Phil Pressey,PG,71,175,25,"PHL, PHX",23,2,Missouri,United States,"2013 NBA Draft, Undrafted",NA
2016,Pablo Prigioni,G,75,185,38,LAC,59,3,Real Madrid (Spain),Argentina,"1999 NBA Draft, Undrafted",NA
2016,Tayshaun Prince,F,81,212,36,MIN,77,13,Kentucky,United States,2002 ,23
2016,Nate Robinson,G,69,180,31,NOP,2,10,Washington,United States,2005 ,21
2016,Robert Sacre,C,84,270,26,LAL,25,3,Gonzaga,CanadaUnited States,2012 ,60
2016,Henry Sims,C,82,248,25,BRK,14,3,Georgetown,United States,"2012 NBA Draft, Undrafted",NA
2016,Donald Sloan,G,75,205,28,BRK,61,4,Texas A&M,United States,"2010 NBA Draft, Undrafted",NA
2016,Greg Smith,C,82,250,25,MIN,18,4,Fresno State,United States,"2011 NBA Draft, Undrafted",NA
2016,Russ Smith,G,72,165,24,MEM,15,1,Louisville,United States,2014 ,34
2016,Alex Stepheson,PF,82,249,28,"LAC, MEM",8,0,USC,United States,"2011 NBA Draft, Undrafted",NA
2016,Amar'e Stoudemire,FC,82,245,33,MIA,52,13,Cypress Creek High School (Florida),United States,2002 ,9
2016,Jason Thompson,PF,83,250,29,"GOS, TOR",47,7,Rider,United States,2008 ,12
2016,Charlie Villanueva,F,83,238,31,DAL,62,10,Connecticut,United StatesDominican Republic,2005 ,7
2016,Sonny Weems,SF,78,205,29,"PHL, PHX",43,3,Arkansas,United States,2008 ,18
2016,Shayne Whittington,C,83,245,24,IND,7,1,Western Michigan,United StatesNorth Macedonia,"2014 NBA Draft, Undrafted",NA
2016,Elliot Williams,G,77,190,26,MEM,5,5,Memphis,United States,2010 ,22
2016,Mo Williams,G,73,198,33,CLE,41,12,Alabama,United States,2003 ,36
2016,Tony Wroten,PG,78,205,22,PHI,8,3,Washington,United States,2012 ,25
2015,Jeff Adrien,SF,79,245,29,MIN,17,4,Connecticut,United States,"2009 NBA Draft, Undrafted",NA
2015,Furkan Aldemir,PF,82,240,23,PHI,41,0,Galatasaray (Turkey),Turkey,2012 ,46
2015,Pero Antic,C,83,260,32,ATL,63,1,AEK Athens (Greece),North Macedonia,"2004 NBA Draft, Undrafted",NA
2015,Earl Barron,C,84,250,33,PHX,16,8,Memphis,United States,"2003 NBA Draft, Undrafted",NA
2015,Jerrelle Benimon,F,80,245,23,UTA,2,0,Towson,United States,"2014 NBA Draft, Undrafted",NA
2015,Sim Bhullar,C,89,355,22,SAC,3,0,New Mexico State,Canada,"2014 NBA Draft, Undrafted",NA
2015,Carlos Boozer,PF,81,266,33,LAL,71,12,Duke,GermanyUnited States,2002 ,12
2015,Jabari Brown,SG,76,215,22,LAL,19,0,Missouri,United States,"2014 NBA Draft, Undrafted",NA
2015,Shannon Brown,G,76,210,29,MIA,5,8,Michigan State,United States,2006 ,25
2015,Will Bynum,G,72,185,32,WAS,7,7,Georgia Tech,United States,"2005 NBA Draft, Undrafted",NA
2015,Nick Calathes,PG,78,213,26,MEM,58,1,Florida,United StatesGreece,2009 ,30
2015,Will Cherry,G,72,185,24,CLE,8,0,Montana,United States,"2013 NBA Draft, Undrafted",NA
2015,Patrick Christopher,GF,77,209,26,UTA,4,0,California,United States,"2010 NBA Draft, Undrafted",NA
2015,Earl Clark,F,82,234,27,BRK,10,5,Louisville,United States,2009 ,14
2015,Victor Claver,SF,82,235,26,POR,10,2,Valencia Basket (Spain),Spain,2009 ,22
2015,Samuel Dalembert,C,83,250,33,NYK,32,13,Seton Hall,CanadaHaiti,2001 ,26
2015,Gigi Datome,SF,80,215,27,"BOS, DET",21,1,Virtus Bologna (Italy),Italy,"2009 NBA Draft, Undrafted",NA
2015,Brandon Davies,PF,82,240,23,"BRK, PHL",27,1,Brigham Young,United StatesUganda,"2013 NBA Draft, Undrafted",NA
2015,Glen Davis,PF,81,289,29,LAC,74,7,LSU,United States,2007 ,10
2015,Andre Dawkins,SG,76,206,23,MIA,4,0,Duke,United States,"2014 NBA Draft, Undrafted",NA
2015,Austin Daye,F,83,220,26,"ATL, SAN",34,5,Gonzaga,United States,2009 ,15
2015,Joey Dorsey,FC,81,275,31,HOU,69,3,Memphis,United States,2008 ,6
2015,Chris Douglas-Roberts,SF,79,210,28,LAC,12,5,Memphis,United States,2008 ,20
2015,Zoran Dragic,SG,77,200,25,"MIA, PHX",16,0,Geoplin Slovan (Slovenia),Slovenia,"2011 NBA Draft, Undrafted",NA
2015,Reggie Evans,PF,80,245,34,SAC,47,12,Iowa,United States,"2002 NBA Draft, Undrafted",NA
2015,Landry Fields,F,79,210,26,TOR,26,4,Stanford,United States,2010 ,18
2015,Jamaal Franklin,G,77,190,23,DEN,3,1,San Diego State,United States,2013 ,22
2015,Joel Freeland,PF,83,255,28,POR,48,2,Gran Canaria (Spain),England,2006 ,30
2015,Francisco Garcia,GF,79,195,33,HOU,14,9,Louisville,Dominican Republic,2005 ,23
2015,Ben Gordon,SG,75,200,31,ORL,56,10,Connecticut,EnglandUnited States,2004 ,3
2015,Drew Gordon,PF,81,245,24,PHI,9,0,New Mexico,United States,"2012 NBA Draft, Undrafted",NA
2015,Danny Granger,GF,81,222,31,MIA,30,9,New Mexico,United States,2005 ,17
2015,Willie Green,SG,75,201,33,ORL,52,11,Detroit-Mercy,United States,2003 ,24
2015,Brendan Haywood,C,84,263,35,CLE,22,13,North Carolina,United States,2001 ,20
2015,Xavier Henry,G,78,220,23,LAL,9,4,Kansas,United States,2010 ,12
2015,Lester Hudson,G,75,190,30,LAC,5,3,Tennessee-Martin,United States,2009 ,56
2015,Robbie Hummel,F,80,220,25,MIN,45,1,Purdue,United States,2012 ,56
2015,Bernard James,PF,82,230,30,DAL,16,2,Florida State,United States,2012 ,6
2015,Grant Jerrett,PF,82,232,21,"OKC, UTH",8,1,Arizona,United States,2013 ,20
2015,Nick Johnson,SG,75,200,22,HOU,28,0,Arizona,United States,2014 ,24
2015,Perry Jones,PF,83,235,23,OKC,43,2,Baylor,United States,2012 ,28
2015,Jerome Jordan,C,84,253,28,BRK,44,1,Tulsa,Jamaica,2010 ,28
2015,Andrei Kirilenko,PF,81,235,34,BRK,7,12,CSKA Moscow (Russia),Russia,1999 ,24
2015,Alex Kirk,C,84,245,23,CLE,5,0,New Mexico,United States,"2014 NBA Draft, Undrafted",NA
2015,Ognen Kuzmic,C,85,251,24,GSW,16,1,Unicaja (Spain),Bosnia and HerzegovinaSerbia,2012 ,44
2015,Ricky Ledo,GF,79,197,22,"DAL, NYK",17,1,Providence,United States,2013 ,26
2015,Malcolm Lee,G,77,200,24,PHI,1,2,UCLA,United States,2011 ,26
2015,Shawn Marion,F,79,228,36,CLE,57,15,UNLV,United States,1999 ,9
2015,Cartier Martin,F,79,220,30,DET,23,6,Kansas State,United States,"2007 NBA Draft, Undrafted",NA
2015,Kenyon Martin,F,81,240,37,MIL,11,14,Cincinnati,United States,2000 ,1
2015,Jason Maxiell,PF,79,260,32,CHA,61,9,Cincinnati,United States,2005 ,26
2015,Jerel McNeal,SG,75,200,27,PHX,6,2,Marquette,United States,"2009 NBA Draft, Undrafted",NA
2015,Gal Mekel,PG,75,202,26,NOP,4,1,Maccabi FOX Tel Aviv (Israel),Israel,"2009 NBA Draft, Undrafted",NA
2015,Quincy Miller,PF,83,210,22,"DET, SAC",10,2,Baylor,United States,2012 ,16
2015,Darius Morris,G,76,195,24,BRK,38,3,Michigan,United StatesFrance,2011 ,22
2015,Toure' Murry,G,77,200,25,"UTH, WAS",5,1,Wichita State,United States,"2012 NBA Draft, Undrafted",NA
2015,Jannero Pargo,PG,73,185,35,CHA,9,11,Arkansas,United States,"2002 NBA Draft, Undrafted",NA
2015,A.J. Price,G,74,195,28,"CLE, IND, PHX",26,5,Connecticut,United States,2009 ,44
2015,Miroslav Raduljica,C,84,250,27,MIN,5,1,KK FMP (Serbia),Serbia,"2010 NBA Draft, Undrafted",NA
2015,Shavlik Randolph,F,82,236,31,"BOS, PHX",21,7,Duke,United States,"2005 NBA Draft, Undrafted",NA
2015,Glen Rice,GF,78,206,24,WAS,5,1,Rio Grande Valley Vipers,United States,2013 ,10
2015,Jason Richardson,GF,78,225,34,PHI,19,13,Michigan State,United States,2001 ,5
2015,Luke Ridnour,PG,74,175,34,ORL,47,11,Oregon,United States,2003 ,14
2015,John Salmons,GF,79,210,35,NOP,21,12,Miami (FL),United States,2002 ,26
2015,Alexey Shved,G,78,187,26,"HOU, NYK, PHL",42,2,Dynamo Moscow (Russia),Russia,"2010 NBA Draft, Undrafted",NA
2015,Greg Stiemsma,C,83,260,29,TOR,17,4,Wisconsin,United States,"2008 NBA Draft, Undrafted",NA
2015,Jeffery Taylor,SF,79,225,25,CHA,29,2,Vanderbilt,Sweden,2012 ,2
2015,Sebastian Telfair,PG,72,170,29,OKC,16,9,Abraham Lincoln High School (New York),United States,2004 ,13
2015,Malcolm Thomas,F,81,225,26,PHI,17,3,San Diego State,United States,"2011 NBA Draft, Undrafted",NA
2015,Tyrus Thomas,F,81,215,28,MEM,2,7,LSU,United States,2006 ,4
2015,Ronny Turiaf,FC,82,241,32,MIN,2,9,Gonzaga,France,2005 ,14
2015,Hedo Turkoglu,F,82,220,35,LAC,62,14,Anadolu Efes (Turkey),Turkey,2000 ,16
2015,Henry Walker,GF,78,235,27,MIA,24,4,Kansas State,United States,2008 ,34
2015,Gerald Wallace,F,79,220,32,BOS,32,13,Alabama,United States,2001 ,25
2015,David Wear,PF,82,225,24,SAC,2,0,UCLA,United States,"2014 NBA Draft, Undrafted",NA
2015,Martell Webster,SF,79,230,28,WAS,32,9,Seattle Preparatory School (Washington),United States,2005 ,6
2015,Shawne Williams,F,82,230,29,"DET, MIA",63,7,Memphis,United States,2006 ,17
2015,Dorell Wright,F,81,205,29,POR,48,10,Leuzinger High School (California),United States,2004 ,19
2014,Ray Allen,SG,77,205,38,MIA,73,17,Connecticut,United States,1996 ,5
2014,Hilton Armstrong,C,83,235,29,GSW,15,5,Connecticut,United States,2006 ,12
2014,Gustavo Ayon,C,82,250,28,ATL,26,2,,Mexico,"2007 NBA Draft, Undrafted",NA
2014,Chris Babb,G,77,225,24,BOS,14,0,Iowa State,United States,"2013 NBA Draft, Undrafted",NA
2014,Shane Battier,F,80,220,35,MIA,73,12,Duke,United States,2001 ,6
2014,Andris Biedrins,C,84,250,27,UTA,6,9,BK Skonto Riga  (Latvia),Latvia,2004 ,11
2014,Chauncey Billups,G,75,210,37,DET,19,16,Colorado,United States,1997 ,3
2014,Andray Blatche,PF,83,260,27,BRK,73,8,South Kent School (Connecticut),United StatesPhilippines,2005 ,38
2014,Keith Bogans,GF,77,215,33,BOS,6,10,Kentucky,United States,2003 ,28
2014,Ronnie Brewer,GF,79,235,28,"CHI, HOU",24,7,Arkansas,United States,2006 ,14
2014,Andrew Bynum,C,84,285,26,"CLE, IND",26,8,St. Joseph High School (New Jersey),United States,2005 ,10
2014,Josh Childress,SF,80,210,30,NOP,4,7,Stanford,United States,2004 ,6
2014,Dionte Christmas,SG,77,205,27,PHX,31,0,Temple,United States,"2009 NBA Draft, Undrafted",NA
2014,Jason Collins,C,84,255,35,BRK,22,12,Stanford,United States,2001 ,18
2014,Nando De Colo,G,77,195,26,"SAN, TOR",47,1,Cholet Basket (France),France,2009 ,46
2014,Shane Edwards,F,79,220,26,CLE,2,0,Little Rock,United States,"2009 NBA Draft, Undrafted",NA
2014,Melvin Ely,FC,82,261,35,NOP,2,8,Fresno State,United States,2002 ,12
2014,Vitor Faverani,FC,83,260,25,BOS,37,0,Unicaja (Spain),Brazil,"2009 NBA Draft, Undrafted",NA
2014,Carrick Felix,SF,78,200,23,CLE,7,0,Arizona State,United States,2013 ,6
2014,Derek Fisher,G,73,210,39,OKC,81,17,Little Rock,United States,1996 ,24
2014,Diante Garrett,SG,76,190,25,UTA,71,1,Iowa State,United States,"2011 NBA Draft, Undrafted",NA
2014,Ryan Gomes,F,79,245,31,OKC,5,7,Providence,United States,2005 ,40
2014,Aaron Gray,C,84,270,29,"SAC, TOR",37,6,Pittsburgh,United States,2007 ,38
2014,Josh Harrellson,F,82,275,25,DET,32,2,Kentucky,United States,2011 ,30
2014,Al Harrington,F,81,245,34,WAS,34,15,St. Patrick High School (New Jersey),United States,1998 ,25
2014,Elias Harris,SF,80,239,24,LAL,2,0,Gonzaga,Germany,"2013 NBA Draft, Undrafted",NA
2014,Mike Harris,F,78,242,30,UTA,20,3,Rice,United States,"2005 NBA Draft, Undrafted",NA
2014,Royal Ivey,G,76,215,32,OKC,2,9,Texas,United States,2004 ,16
2014,Stephen Jackson,GF,80,220,35,LAC,9,16,Butler CC,United States,1997 ,28
2014,Damion James,SF,79,225,26,SAS,5,3,Texas,United States,2010 ,24
2014,Antawn Jamison,F,81,235,37,LAC,22,15,North Carolina,United States,1998 ,4
2014,Othyus Jeffers,GF,77,210,28,"MIN, SAN",6,2,Robert Morris,United States,"2008 NBA Draft, Undrafted",NA
2014,Darius Johnson-Odom,SG,74,220,24,PHI,3,1,Marquette,United States,2012 ,50
2014,Solomon Jones,C,82,230,29,ORL,11,7,South Florida,United States,2006 ,6
2014,Viacheslav Kravtsov,C,83,254,26,PHX,20,1,BC Kyiv (Ukraine),Ukraine,"2009 NBA Draft, Undrafted",NA
2014,Doron Lamb,SG,76,210,22,ORL,53,1,Kentucky,United States,2012 ,24
2014,Rashard Lewis,F,82,235,34,MIA,60,15,Alief Elsik High School (Texas),United States,1998 ,6
2014,Roger Mason,SG,77,205,33,MIA,25,10,Virginia,United States,2002 ,4
2014,Eric Maynor,G,75,175,26,"PHL, WAS",31,4,VCU,United States,2009 ,20
2014,Tony Mitchell,F,81,240,21,DET,21,0,North Texas,United States,2013 ,14
2014,Arnett Moultrie,PF,83,250,23,PHI,12,1,Mississippi State,United States,2012 ,27
2014,Byron Mullens,C,84,270,25,"LAC, PHL",45,4,Ohio State,United States,2009 ,24
2014,Erik Murphy,FC,82,240,23,CHI,24,0,Florida,United StatesFinland,2013 ,38
2014,Steve Nash,G,75,178,40,LAL,15,17,Santa Clara,CanadaSouth Africa,1996 ,15
2014,Hamady Ndiaye,C,84,235,27,SAC,14,2,Rutgers,Senegal,2010 ,52
2014,Nemanja Nedovic,SG,75,192,22,GSW,24,0,Lietuvos Rytas (Lithuania),Serbia,2013 ,30
2014,Jermaine O'Neal,FC,83,235,35,GSW,44,17,Eau Claire High School (South Carolina),United States,1996 ,17
2014,Greg Oden,C,84,273,26,MIA,23,5,Ohio State,United States,2007 ,1
2014,Daniel Orton,PF,82,255,23,PHI,22,3,Kentucky,United States,2010 ,29
2014,Travis Outlaw,F,81,207,29,SAC,63,10,Starkville High School (Mississippi),United States,2003 ,23
2014,Dexter Pittman,C,83,285,25,ATL,2,3,Texas,United States,2010 ,4
2014,Josh Powell,FC,81,225,31,HOU,1,7,NC State,United States,"2003 NBA Draft, Undrafted",NA
2014,Anthony Randolph,PF,83,225,24,DEN,43,5,LSU,United StatesSlovenia,2008 ,14
2014,Mustafa Shakur,SG,75,190,29,OKC,3,3,Arizona,United States,"2007 NBA Draft, Undrafted",NA
2014,Tornike Shengelia,PF,81,220,22,"BRK, CHI",26,1,Proximus Spirou Charleroi (Belgium),Georgia,2012 ,48
2014,Chris Singleton,FC,80,228,24,WAS,25,2,Florida State,United States,2011 ,18
2014,Peyton Siva,PG,72,185,23,DET,24,0,Louisville,United States,2013 ,52
2014,Chris Smith,G,74,195,26,NYK,2,0,Louisville,United States,"2012 NBA Draft, Undrafted",NA
2014,James Southerland,F,80,221,23,"CHA, NOP",4,0,Syracuse,United States,"2013 NBA Draft, Undrafted",NA
2014,Tyshawn Taylor,G,75,185,23,BRK,23,1,Kansas,United StatesVietnam,2012 ,22
2014,Hasheem Thabeet,C,87,267,27,OKC,23,4,Connecticut,Tanzania,2009 ,2
2014,Adonis Thomas,PF,78,235,20,"ORL, PHL",6,0,Memphis,United States,"2013 NBA Draft, Undrafted",NA
2014,Jamaal Tinsley,PG,75,188,36,UTA,8,11,Iowa State,United States,2001 ,27
2014,Jeremy Tyler,PF,83,250,22,NYK,41,2,Tokyo Apache (Japan),United States,2011 ,18
2014,Jarvis Varnado,FC,81,230,25,"CHI, PHL",24,1,Mississippi State,United States,2010 ,22
2014,Jan Vesely,PF,83,240,23,"DEN, WAS",54,2,KK Partizan (Serbia),Czech Republic,2011 ,6
2014,Casper Ware,G,70,175,24,PHI,9,0,Long Beach State,United States,"2012 NBA Draft, Undrafted",NA
2014,Earl Watson,PG,73,199,34,POR,24,12,UCLA,United States,2001 ,22
2014,Maalik Wayns,PG,74,185,22,LAC,2,1,Villanova,United StatesBelarus,"2012 NBA Draft, Undrafted",NA
2014,D.J. White,PF,81,250,27,CHA,2,5,Indiana,United States,2008 ,29
2014,Royce White,PF,80,268,22,SAC,3,1,Iowa State,United States,2012 ,16
2014,Chris Wright,F,80,225,25,MIL,8,1,Dayton,United States,"2011 NBA Draft, Undrafted",NA
2013,Josh Akognon,PG,71,175,27,DAL,3,0,Cal State Fullerton,United StatesNigeria,"2009 NBA Draft, Undrafted",NA
2013,Rodrigue Beaubois,G,73,183,25,DAL,45,3,Cholet Basket (France),France,2009 ,25
2013,Kwame Brown,C,83,290,30,PHI,22,11,Glynn Academy (Georgia),United States,2001 ,1
2013,Marcus Camby,C,83,240,38,NYK,24,16,Massachusetts,United States,1996 ,2
2013,Matt Carroll,GF,78,212,32,CHA,1,9,Notre Dame,United States,"2003 NBA Draft, Undrafted",NA
2013,Will Conroy,G,74,195,30,MIN,4,2,Washington,United States,"2005 NBA Draft, Undrafted",NA
2013,Daequan Cook,G,77,205,25,"CHI, HOU",49,5,Ohio State,United States,2007 ,21
2013,Eddy Curry,C,84,295,30,DAL,2,11,Thornwood High School (Illinois),United States,2001 ,4
2013,Marquis Daniels,SF,78,200,32,MIL,59,9,Auburn,United States,"2003 NBA Draft, Undrafted",NA
2013,Carlos Delfino,SG,78,230,30,HOU,67,7,Fortituto Kontatto Bologna (Italy),Argentina,2003 ,25
2013,Justin Dentmon,PG,72,185,27,DAL,2,1,Washington,United States,"2009 NBA Draft, Undrafted",NA
2013,DeSagana Diop,C,84,280,31,CHA,22,11,Oak Hill Academy (Virginia),Senegal,2001 ,8
2013,Keyon Dooling,G,75,196,32,MEM,7,12,Missouri,United States,2000 ,10
2013,Chris Duhon,G,73,190,30,LAL,46,8,Duke,United States,2004 ,18
2013,Devin Ebanks,F,81,215,23,LAL,19,2,West Virginia,United StatesGreece,2010 ,26
2013,Kim English,SG,78,200,24,DET,41,0,Missouri,United States,2012 ,28
2013,Mickael Gelabale,F,79,215,29,MIN,36,2,Real Madrid (Spain),France,2005 ,36
2013,Daniel Gibson,G,74,200,27,CLE,46,6,Texas,United States,2006 ,24
2013,Hamed Haddadi,C,86,265,27,"MEM, PHX",30,4,Saba Mehr Qazvin BC (Iran),Iran,"2004 NBA Draft, Undrafted",NA
2013,Richard Hamilton,SG,79,193,35,CHI,50,13,Connecticut,United States,1999 ,7
2013,Ben Hansbrough,G,75,203,25,IND,28,0,Notre Dame,United States,"2011 NBA Draft, Undrafted",NA
2013,Terrel Harris,SF,77,190,25,"MIA, NOP",20,1,Oklahoma State,United States,"2009 NBA Draft, Undrafted",NA
2013,Lazar Hayward,F,78,225,26,MIN,4,2,Marquette,United States,2010 ,30
2013,Cory Higgins,G,77,181,23,CHA,6,1,Colorado,United States,"2011 NBA Draft, Undrafted",NA
2013,Grant Hill,SF,80,225,40,LAC,29,18,Duke,United States,1994 ,3
2013,Tyler Honeycutt,F,80,190,22,SAC,9,1,UCLA,United States,2011 ,10
2013,Josh Howard,GF,79,210,32,MIN,11,9,Wake Forest,United States,2003 ,29
2013,Juwan Howard,PF,81,240,40,MIA,7,18,Michigan,United States,1994 ,5
2013,Jared Jeffries,PF,83,240,31,POR,38,10,Indiana,United States,2002 ,11
2013,Charles Jenkins,G,75,215,24,"GOS, PHL",59,1,Hofstra,United States,2011 ,28
2013,Ivan Johnson,PF,80,255,28,ATL,69,1,Cal State San Bernardino,United States,"2007 NBA Draft, Undrafted",NA
2013,DeQuan Jones,SF,80,221,22,ORL,63,0,Miami (FL),United States,"2012 NBA Draft, Undrafted",NA
2013,Dominique Jones,G,76,215,24,DAL,29,2,South Florida,United States,2010 ,25
2013,Kevin Jones,PF,80,260,23,CLE,32,0,West Virginia,United States,"2012 NBA Draft, Undrafted",NA
2013,Kris Joseph,SF,79,210,24,"BOS, BRK",10,0,Syracuse,CanadaTrinidad and Tobago,2012 ,42
2013,Jason Kidd,PG,76,210,39,NYK,76,18,California,United States,1994 ,2
2013,Linas Kleiza,F,80,234,28,TOR,20,6,Missouri,Lithuania,2005 ,27
2013,Corey Maggette,GF,78,225,33,DET,18,13,Duke,United States,1999 ,13
2013,Dominic McGuire,F,81,235,27,"IND, NOP, TOR",26,5,Fresno State,United States,2007 ,34
2013,Fab Melo,C,84,255,22,BOS,6,0,Syracuse,Brazil,2012 ,22
2013,Darko Milicic,FC,84,275,27,BOS,1,9,KK Vrsac Swisslion (Serbia),Serbia,2003 ,2
2013,Kevin Murphy,GF,77,185,22,UTA,17,0,Tennessee Tech,United States,2012 ,34
2013,Troy Murphy,FC,83,245,32,DAL,14,11,Notre Dame,United States,2001 ,14
2013,Lamar Odom,PF,82,230,33,LAC,82,13,Rhode Island,United States,1999 ,4
